date,publication,quote_code,quote_name,unit,low,high,mean
2026-10-07,Platts,PLATTS_FOB_FUJ_VLSFO,Platts FOB Fujairah VLSFO 0.5%,USD/MT,502.99,505.49,504.24
2026-10-07,Platts,PLATTS_FOB_MED_ITALY_GASOIL_01,Platts FOB MED Italy Gasoil 0.1%,USD/MT,617.91,620.91,619.41
2026-10-08,Argus,ARGUS_CIF_NWE_NAPHTHA,Argus CIF NWE Naphtha,USD/MT,606.07,609.27,607.67
2026-10-08,Argus,ARGUS_FOB_BLACK_SEA_FO_35,Argus FOB Black Sea Fuel Oil 3.5%,USD/MT,400.82,403.02,401.92
2026-10-08,Platts,PLATTS_CIF_NWE_ULSD_10PPM,Platts CIF NWE ULSD 10 ppm,USD/MT,695.27,698.77,697.02
2026-10-08,Platts,PLATTS_FOB_ARA_JET,Platts FOB ARA Jet A-1,USD/MT,695.11,699.11,697.11
2026-10-08,Platts,PLATTS_FOB_FUJ_VLSFO,Platts FOB Fujairah VLSFO 0.5%,USD/MT,504.72,507.22,505.97
2026-10-08,Platts,PLATTS_FOB_MED_ITALY_GASOIL_01,Platts FOB MED Italy Gasoil 0.1%,USD/MT,613.97,616.97,615.47
2026-10-09,Argus,ARGUS_CIF_NWE_NAPHTHA,Argus CIF NWE Naphtha,USD/MT,609.00,612.20,610.60
2026-10-09,Argus,ARGUS_FOB_BLACK_SEA_FO_35,Argus FOB Black Sea Fuel Oil 3.5%,USD/MT,402.61,404.81,403.71
2026-10-09,Platts,PLATTS_CIF_NWE_ULSD_10PPM,Platts CIF NWE ULSD 10 ppm,USD/MT,691.93,695.43,693.68
2026-10-09,Platts,PLATTS_FOB_ARA_JET,Platts FOB ARA Jet A-1,USD/MT,690.84,694.84,692.84
2026-10-09,Platts,PLATTS_FOB_FUJ_VLSFO,Platts FOB Fujairah VLSFO 0.5%,USD/MT,508.83,511.33,510.08
2026-10-09,Platts,PLATTS_FOB_MED_ITALY_GASOIL_01,Platts FOB MED Italy Gasoil 0.1%,USD/MT,610.01,613.01,611.51
2026-10-12,Argus,ARGUS_CIF_NWE_NAPHTHA,Argus CIF NWE Naphtha,USD/MT,606.40,609.60,608.00
2026-10-12,Argus,ARGUS_FOB_BLACK_SEA_FO_35,Argus FOB Black Sea Fuel Oil 3.5%,USD/MT,406.00,408.20,407.10
2026-10-12,Platts,PLATTS_CIF_NWE_ULSD_10PPM,Platts CIF NWE ULSD 10 ppm,USD/MT,689.66,693.16,691.41
2026-10-12,Platts,PLATTS_FOB_ARA_JET,Platts FOB ARA Jet A-1,USD/MT,694.21,698.21,696.21
2026-10-12,Platts,PLATTS_FOB_FUJ_VLSFO,Platts FOB Fujairah VLSFO 0.5%,USD/MT,508.36,510.86,509.61
2026-10-12,Platts,PLATTS_FOB_MED_ITALY_GASOIL_01,Platts FOB MED Italy Gasoil 0.1%,USD/MT,607.36,610.36,608.86
2026-10-13,Argus,ARGUS_CIF_NWE_NAPHTHA,Argus CIF NWE Naphtha,USD/MT,604.17,607.37,605.77
2026-10-13,Argus,ARGUS_FOB_BLACK_SEA_FO_35,Argus FOB Black Sea Fuel Oil 3.5%,USD/MT,409.98,412.18,411.08
2026-10-13,Platts,PLATTS_CIF_NWE_ULSD_10PPM,Platts CIF NWE ULSD 10 ppm,USD/MT,688.68,692.18,690.43
2026-10-13,Platts,PLATTS_FOB_ARA_JET,Platts FOB ARA Jet A-1,USD/MT,695.24,699.24,697.24
2026-10-13,Platts,PLATTS_FOB_FUJ_VLSFO,Platts FOB Fujairah VLSFO 0.5%,USD/MT,512.29,514.79,513.54
2026-10-13,Platts,PLATTS_FOB_MED_ITALY_GASOIL_01,Platts FOB MED Italy Gasoil 0.1%,USD/MT,608.99,611.99,610.49
2026-10-14,Argus,ARGUS_CIF_NWE_NAPHTHA,Argus CIF NWE Naphtha,USD/MT,602.31,605.51,603.91
2026-10-14,Argus,ARGUS_FOB_BLACK_SEA_FO_35,Argus FOB Black Sea Fuel Oil 3.5%,USD/MT,407.82,410.02,408.92
2026-10-14,Platts,PLATTS_CIF_NWE_ULSD_10PPM,Platts CIF NWE ULSD 10 ppm,USD/MT,692.02,695.52,693.77
2026-10-14,Platts,PLATTS_FOB_ARA_JET,Platts FOB ARA Jet A-1,USD/MT,692.08,696.08,694.08
2026-10-14,Platts,PLATTS_FOB_FUJ_VLSFO,Platts FOB Fujairah VLSFO 0.5%,USD/MT,516.68,519.18,517.93
2026-10-14,Platts,PLATTS_FOB_MED_ITALY_GASOIL_01,Platts FOB MED Italy Gasoil 0.1%,USD/MT,608.33,611.33,609.83
2026-10-15,Argus,ARGUS_CIF_NWE_NAPHTHA,Argus CIF NWE Naphtha,USD/MT,599.97,603.17,601.57
2026-10-15,Argus,ARGUS_FOB_BLACK_SEA_FO_35,Argus FOB Black Sea Fuel Oil 3.5%,USD/MT,408.35,410.55,409.45
2026-10-15,Platts,PLATTS_CIF_NWE_ULSD_10PPM,Platts CIF NWE ULSD 10 ppm,USD/MT,688.24,691.74,689.99
2026-10-15,Platts,PLATTS_FOB_ARA_JET,Platts FOB ARA Jet A-1,USD/MT,689.85,693.85,691.85
2026-10-15,Platts,PLATTS_FOB_FUJ_VLSFO,Platts FOB Fujairah VLSFO 0.5%,USD/MT,520.78,523.28,522.03
2026-10-15,Platts,PLATTS_FOB_MED_ITALY_GASOIL_01,Platts FOB MED Italy Gasoil 0.1%,USD/MT,606.66,609.66,608.16
2026-10-16,Argus,ARGUS_CIF_NWE_NAPHTHA,Argus CIF NWE Naphtha,USD/MT,600.75,603.95,602.35
2026-10-16,Argus,ARGUS_FOB_BLACK_SEA_FO_35,Argus FOB Black Sea Fuel Oil 3.5%,USD/MT,412.34,414.54,413.44
2026-10-16,Platts,PLATTS_CIF_NWE_ULSD_10PPM,Platts CIF NWE ULSD 10 ppm,USD/MT,687.79,691.29,689.54
2026-10-16,Platts,PLATTS_FOB_ARA_JET,Platts FOB ARA Jet A-1,USD/MT,688.47,692.47,690.47
2026-10-16,Platts,PLATTS_FOB_FUJ_VLSFO,Platts FOB Fujairah VLSFO 0.5%,USD/MT,519.56,522.06,520.81
2026-10-16,Platts,PLATTS_FOB_MED_ITALY_GASOIL_01,Platts FOB MED Italy Gasoil 0.1%,USD/MT,607.43,610.43,608.93
2026-10-19,Argus,ARGUS_CIF_NWE_NAPHTHA,Argus CIF NWE Naphtha,USD/MT,598.58,601.78,600.18
2026-10-19,Argus,ARGUS_FOB_BLACK_SEA_FO_35,Argus FOB Black Sea Fuel Oil 3.5%,USD/MT,415.40,417.60,416.50
2026-10-19,Platts,PLATTS_CIF_NWE_ULSD_10PPM,Platts CIF NWE ULSD 10 ppm,USD/MT,688.23,691.73,689.98
2026-10-19,Platts,PLATTS_FOB_ARA_JET,Platts FOB ARA Jet A-1,USD/MT,687.25,691.25,689.25
2026-10-19,Platts,PLATTS_FOB_FUJ_VLSFO,Platts FOB Fujairah VLSFO 0.5%,USD/MT,517.04,519.54,518.29
2026-10-19,Platts,PLATTS_FOB_MED_ITALY_GASOIL_01,Platts FOB MED Italy Gasoil 0.1%,USD/MT,607.01,610.01,608.51
2026-10-20,Argus,ARGUS_CIF_NWE_NAPHTHA,Argus CIF NWE Naphtha,USD/MT,597.85,601.05,599.45
2026-10-20,Argus,ARGUS_FOB_BLACK_SEA_FO_35,Argus FOB Black Sea Fuel Oil 3.5%,USD/MT,412.14,414.34,413.24
2026-10-20,Platts,PLATTS_CIF_NWE_ULSD_10PPM,Platts CIF NWE ULSD 10 ppm,USD/MT,691.68,695.18,693.43
2026-10-20,Platts,PLATTS_FOB_ARA_JET,Platts FOB ARA Jet A-1,USD/MT,683.86,687.86,685.86
2026-10-20,Platts,PLATTS_FOB_FUJ_VLSFO,Platts FOB Fujairah VLSFO 0.5%,USD/MT,514.58,517.08,515.83
2026-10-20,Platts,PLATTS_FOB_MED_ITALY_GASOIL_01,Platts FOB MED Italy Gasoil 0.1%,USD/MT,605.21,608.21,606.71
2026-10-21,Argus,ARGUS_CIF_NWE_NAPHTHA,Argus CIF NWE Naphtha,USD/MT,594.53,597.73,596.13
2026-10-21,Argus,ARGUS_FOB_BLACK_SEA_FO_35,Argus FOB Black Sea Fuel Oil 3.5%,USD/MT,408.73,410.93,409.83
2026-10-21,Platts,PLATTS_CIF_NWE_ULSD_10PPM,Platts CIF NWE ULSD 10 ppm,USD/MT,694.56,698.06,696.31
2026-10-21,Platts,PLATTS_FOB_ARA_JET,Platts FOB ARA Jet A-1,USD/MT,687.00,691.00,689.00
2026-10-21,Platts,PLATTS_FOB_FUJ_VLSFO,Platts FOB Fujairah VLSFO 0.5%,USD/MT,511.85,514.35,513.10
2026-10-21,Platts,PLATTS_FOB_MED_ITALY_GASOIL_01,Platts FOB MED Italy Gasoil 0.1%,USD/MT,607.86,610.86,609.36
2026-10-22,Argus,ARGUS_CIF_NWE_NAPHTHA,Argus CIF NWE Naphtha,USD/MT,598.22,601.42,599.82
2026-10-22,Argus,ARGUS_FOB_BLACK_SEA_FO_35,Argus FOB Black Sea Fuel Oil 3.5%,USD/MT,408.21,410.41,409.31
2026-10-22,Platts,PLATTS_CIF_NWE_ULSD_10PPM,Platts CIF NWE ULSD 10 ppm,USD/MT,697.83,701.33,699.58
2026-10-22,Platts,PLATTS_FOB_ARA_JET,Platts FOB ARA Jet A-1,USD/MT,691.43,695.43,693.43
2026-10-22,Platts,PLATTS_FOB_FUJ_VLSFO,Platts FOB Fujairah VLSFO 0.5%,USD/MT,509.19,511.69,510.44
2026-10-22,Platts,PLATTS_FOB_MED_ITALY_GASOIL_01,Platts FOB MED Italy Gasoil 0.1%,USD/MT,609.65,612.65,611.15
2026-10-23,Argus,ARGUS_CIF_NWE_NAPHTHA,Argus CIF NWE Naphtha,USD/MT,596.91,600.11,598.51
2026-10-23,Argus,ARGUS_FOB_BLACK_SEA_FO_35,Argus FOB Black Sea Fuel Oil 3.5%,USD/MT,404.36,406.56,405.46
2026-10-23,Platts,PLATTS_CIF_NWE_ULSD_10PPM,Platts CIF NWE ULSD 10 ppm,USD/MT,695.84,699.34,697.59
2026-10-23,Platts,PLATTS_FOB_ARA_JET,Platts FOB ARA Jet A-1,USD/MT,691.13,695.13,693.13
2026-10-23,Platts,PLATTS_FOB_FUJ_VLSFO,Platts FOB Fujairah VLSFO 0.5%,USD/MT,510.31,512.81,511.56
2026-10-23,Platts,PLATTS_FOB_MED_ITALY_GASOIL_01,Platts FOB MED Italy Gasoil 0.1%,USD/MT,607.35,610.35,608.85
2026-10-26,Argus,ARGUS_CIF_NWE_NAPHTHA,Argus CIF NWE Naphtha,USD/MT,596.53,599.73,598.13
2026-10-26,Argus,ARGUS_FOB_BLACK_SEA_FO_35,Argus FOB Black Sea Fuel Oil 3.5%,USD/MT,402.03,404.23,403.13
2026-10-26,Platts,PLATTS_CIF_NWE_ULSD_10PPM,Platts CIF NWE ULSD 10 ppm,USD/MT,695.08,698.58,696.83
2026-10-26,Platts,PLATTS_FOB_ARA_JET,Platts FOB ARA Jet A-1,USD/MT,690.98,694.98,692.98
2026-10-26,Platts,PLATTS_FOB_FUJ_VLSFO,Platts FOB Fujairah VLSFO 0.5%,USD/MT,513.91,516.41,515.16
2026-10-26,Platts,PLATTS_FOB_MED_ITALY_GASOIL_01,Platts FOB MED Italy Gasoil 0.1%,USD/MT,608.02,611.02,609.52
2026-10-27,Argus,ARGUS_CIF_NWE_NAPHTHA,Argus CIF NWE Naphtha,USD/MT,597.28,600.48,598.88
2026-10-27,Argus,ARGUS_FOB_BLACK_SEA_FO_35,Argus FOB Black Sea Fuel Oil 3.5%,USD/MT,398.19,400.39,399.29
2026-10-27,Platts,PLATTS_CIF_NWE_ULSD_10PPM,Platts CIF NWE ULSD 10 ppm,USD/MT,693.80,697.30,695.55
2026-10-27,Platts,PLATTS_FOB_ARA_JET,Platts FOB ARA Jet A-1,USD/MT,687.25,691.25,689.25
2026-10-27,Platts,PLATTS_FOB_FUJ_VLSFO,Platts FOB Fujairah VLSFO 0.5%,USD/MT,516.98,519.48,518.23
2026-10-27,Platts,PLATTS_FOB_MED_ITALY_GASOIL_01,Platts FOB MED Italy Gasoil 0.1%,USD/MT,608.24,611.24,609.74
2026-10-28,Argus,ARGUS_CIF_NWE_NAPHTHA,Argus CIF NWE Naphtha,USD/MT,600.92,604.12,602.52
2026-10-28,Argus,ARGUS_FOB_BLACK_SEA_FO_35,Argus FOB Black Sea Fuel Oil 3.5%,USD/MT,399.71,401.91,400.81
2026-10-28,Platts,PLATTS_CIF_NWE_ULSD_10PPM,Platts CIF NWE ULSD 10 ppm,USD/MT,697.26,700.76,699.01
2026-10-28,Platts,PLATTS_FOB_ARA_JET,Platts FOB ARA Jet A-1,USD/MT,683.67,687.67,685.67
2026-10-28,Platts,PLATTS_FOB_FUJ_VLSFO,Platts FOB Fujairah VLSFO 0.5%,USD/MT,516.79,519.29,518.04
2026-10-28,Platts,PLATTS_FOB_MED_ITALY_GASOIL_01,Platts FOB MED Italy Gasoil 0.1%,USD/MT,611.62,614.62,613.12
2026-10-29,Argus,ARGUS_CIF_NWE_NAPHTHA,Argus CIF NWE Naphtha,USD/MT,600.21,603.41,601.81
2026-10-29,Argus,ARGUS_FOB_BLACK_SEA_FO_35,Argus FOB Black Sea Fuel Oil 3.5%,USD/MT,402.27,404.47,403.37
2026-10-29,Platts,PLATTS_CIF_NWE_ULSD_10PPM,Platts CIF NWE ULSD 10 ppm,USD/MT,701.38,704.88,703.13
2026-10-29,Platts,PLATTS_FOB_ARA_JET,Platts FOB ARA Jet A-1,USD/MT,682.26,686.26,684.26
2026-10-29,Platts,PLATTS_FOB_FUJ_VLSFO,Platts FOB Fujairah VLSFO 0.5%,USD/MT,518.17,520.67,519.42
2026-10-29,Platts,PLATTS_FOB_MED_ITALY_GASOIL_01,Platts FOB MED Italy Gasoil 0.1%,USD/MT,613.68,616.68,615.18
2026-10-30,Argus,ARGUS_CIF_NWE_NAPHTHA,Argus CIF NWE Naphtha,USD/MT,603.97,607.17,605.57
2026-10-30,Argus,ARGUS_FOB_BLACK_SEA_FO_35,Argus FOB Black Sea Fuel Oil 3.5%,USD/MT,405.84,408.04,406.94
2026-10-30,Platts,PLATTS_CIF_NWE_ULSD_10PPM,Platts CIF NWE ULSD 10 ppm,USD/MT,698.24,701.74,699.99
2026-10-30,Platts,PLATTS_FOB_ARA_JET,Platts FOB ARA Jet A-1,USD/MT,680.14,684.14,682.14
2026-10-30,Platts,PLATTS_FOB_FUJ_VLSFO,Platts FOB Fujairah VLSFO 0.5%,USD/MT,520.87,523.37,522.12
2026-10-30,Platts,PLATTS_FOB_MED_ITALY_GASOIL_01,Platts FOB MED Italy Gasoil 0.1%,USD/MT,611.78,614.78,613.28
